features	type	unite	s1	s2	s4	s5	s6	s7	s9	s10	s11	s13	s14	s16	s17	s18	s19	s21	s22	s23	s24	s25	s26	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s85	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s100	s101	s102	s103	s104	s105	s106	s107	s108
Glc1P	concentration	Concentration in nmol/L of protein	0.691035620167892	1.09237146395201	0.889364799926307	0.755036419318794	0.854354053841928	1.08466495398384	1.22458897005274	0.798190898877655	0.85524696133131	1.36062404084524	0.777070767993567	0.855530831518093	0.944998722165888	0.938347834245822	0.847945247055967	0.838695142599375	0.942148642352038	0.679866871777443	0.755409250523715	1.01971136407881	1.03138351754722	0.895245017062621	0.61272718760354	0.61228549277862	0.666288368368051	0.884377217355553	0.761780429285422	0.812070915298526	0.552797451017818	0.578559988605711	0.570059169712753	0.983946224060642	0.964766090307029	1.28564706392575	0.603070067003196	0.54458191544185	1.36458105254419	1.80184011668113	1.25624355290668	1.71801846989054	0.605418982634055	NA	NA	NA	NA	NA	NA	1.6375119019844	1.90925172511738	1.57268086072446	0.150918844566713	0.276494718490411	0.76731335921521	1.75275554085346	1.31602485969314	1.40777662592502	1.1312907458317	1.53423592174316	1.38820759755056	0.894490125660746	2.10446174726766	1.2811760541561	1.46893409713098	1.03216089689539	1.02802922492779	2.0582252784922	2.02887462448366	1.53989746406665	1.93364525568784	3.99163836385116	1.68075728379343	2.69185801095848	3.02810178646354	3.07952763372647	2.10148117948702	1.82196130386821	2.36106246697267	2.50640693050559	2.25104564282327	3.23205717925129	3.06852657026825	5.69605490353094	1.92842203575552	2.07458339914705	1.77406045457815	2.10223958057728	2.34190906328554	2.65907055145018	2.06700310936209	2.33258805335954	1.30233785822021	1.36402395302417	2.20857974089182	1.99621886596012	1.75447521091986	1.83874760794684	1.33934240459687	1.67648809743359
Glc6P	concentration	Concentration in nmol/L of protein	6.298236443917	10.1502027347582	9.79262933527122	5.51131895873857	8.03427674436858	10.2620595888781	11.9961632147507	8.58799701894306	8.19416839107691	14.0750272990202	6.65602626616151	6.85890901738036	5.79474892620714	6.39980600644617	7.8401702249432	7.54869687282435	7.28403553090796	5.78601930068554	6.01446204391663	9.93875867086078	10.3058988104618	7.06420001304149	4.6681265095821	4.65080590834916	5.30758288201851	8.40675656558289	7.16139727613259	6.53361219987182	3.89028091712459	3.6273910566459	5.10681287876978	8.57168700256066	8.12370329766614	6.11065790614967	4.69937728651142	4.97895955513344	12.853645717132	17.6913551607509	12.315867852866	16.1689404891866	4.64266583512006	7.56316388799673	23.5980855124249	18.1965332478476	7.96060874096184	9.1897678753984	16.5076842423929	13.2990355451582	16.9823770697231	13.3507262054874	0.237323246217331	0.008283765767614	5.39487054101059	12.8075917962289	10.4867632828919	11.7625200738626	8.47908270555893	12.2987381662894	12.7946347194531	7.0157627279966	17.5200578612758	10.3266770665206	13.8195695478832	8.24470140784284	7.81376224013371	15.8966952457191	14.9460333740143	11.9792650828527	14.0095833345763	32.7622766538689	10.0259282323636	20.5108912021295	22.8878648421849	25.2547134307947	16.4700843597987	13.2844306032341	17.7007478690708	18.8288832607461	17.6776574682377	25.2025957115562	21.8613485913569	49.2089787542854	12.7486635804058	14.9044819143895	13.5475086312307	14.4457862344355	18.0623097428248	20.8443183746732	16.7761826102447	19.8476319174459	10.5792119155354	11.0605622953043	17.2871101092747	15.4208174270536	13.1264092772757	14.3001042065342	9.90312979952792	12.7346900611542
GlcNAc-1P	concentration	Concentration in nmol/L of protein	0.146220023230966	0.312217759444203	0.212081697824496	0.180088772089558	0.195714818303116	0.172165978082341	0.215512380553042	0.184090054615633	0.181359326803137	0.278899775705348	0.237213510253317	0.40703706767401	0.228854730871648	0.349861668648867	0.145313177474462	1.25132135633159	2.868089220129	0.541400328236867	1.28194505146715	1.14609506439747	0.278867446400031	0.521983067794031	0.530809160012101	0.247838667340314	0.174483796277941	1.24180741693689	0.665842184969764	0.516190282502589	0.232869714595702	0.17026439400986	0.177183027928423	0.350604990140501	0.522354611838773	0.602285540810128	0.306881644379211	0.189174478379196	0.495256909818246	0.861764927765833	0.756041000549362	2.17504558463399	0.674797659814452	0.974497430581915	1.02142277082995	0.785727697380473	0.461057432519363	1.14379497664722	1.83505201834117	0.71864024163393	0.207902959014887	0.30804775177175	0.105752407152682	0.623836016818788	0.103483741617802	0.372456500165399	0.131736172177651	0.18167759641239	0.164956353315006	0.255892255350895	0.416718883508972	0.151802383213043	0.186051860847203	0.152277009597648	0.212303153760231	0.14879486175327	0.155999709325211	6.08854238906876	5.43752781167856	3.24033375675181	5.00916273159266	0.918943812758418	6.68008423521771	6.17914707482464	6.8279318862762	2.303183880451	2.75505895264876	4.76333354853016	5.00864374086194	5.29216767657641	2.18612425672471	5.69148397141038	4.83096852178981	6.19089487250069	4.46721028614713	2.68141881219397	1.32064077896857	3.57814455104591	6.59328126294853	4.27577341383645	1.97302304490761	1.28812706854938	0.318262443438914	0.939185771593573	2.64842951742857	3.01977195066606	2.33138116528825	1.37931004488362	3.84165269307586	5.44063986898694
GlcNAc-6P	concentration	Concentration in nmol/L of protein	0.148474571012486	0.172746900178511	0.340945635430367	0.263981707569424	0.276109214347382	0.160424737538184	0.216616368371108	0.184379150398772	0.184211614144676	0.239703252272459	0.199771770955447	0.169583275889008	0.277054633591373	0.19964890970551	0.28408943096481	2.06612281301624	3.95965885212052	0.649656223308395	1.61904013382967	2.20850856071396	0.362095729046408	0.702018171147869	0.662768723619828	0.295479015313856	0.298928143807538	2.17252556935612	1.14220910264168	0.614036385150126	0.275796054636355	0.27170902706725	0.456800136974302	0.494838211133983	0.606809891075081	1.18379521207389	0.770507953695504	0.408807040407955	0.741395350043843	1.43201061194724	1.40435181269539	3.92569203080282	0.987852602859437	1.17939903354842	1.15896134481078	0.656150393845026	1.17133777629107	1.67640016437148	2.21179697710307	1.15929899676518	0.272056857863695	0.276717113558845	NA	NA	0.180144979610581	0.39395434998346	0.189959189632401	0.225324537086316	0.209143400335606	0.288394120446594	0.634450655084022	0.198347118949399	0.242230873633831	0.172225905003459	0.286880903276996	0.178630200486731	0.186073346938528	7.8750853012392	7.58608735448742	5.32257221001556	7.14708053801386	2.08211754282339	7.58502042324832	11.0921359803369	10.4399289078521	4.17799409043039	4.91089128096061	6.98619306523551	7.33262270763675	8.48329814429086	3.82932409621373	9.41015285542425	7.97443362896324	13.0558294336979	6.97470988167291	4.99232447480651	2.30707536143278	6.24361727676446	11.2813872544957	8.63239737434812	4.14137475910541	2.29495815929817	0.4326802413273	1.89978149648263	5.36573212488983	6.16415414186177	4.92812062249343	2.55599613792143	6.40134968866484	8.39688364475985
Gly3P	concentration	Concentration in nmol/L of protein	3.96828284767429	4.55407841623647	6.96425541061294	3.24141704258577	7.70104662114434	4.34220641534314	5.50958444596474	3.85534298839835	4.50843768432656	5.74024583874395	3.62670364770044	4.31345392046029	4.400151485173	4.40723050745164	2.7577791411575	3.85823453199475	4.90546645166006	3.6958070423354	5.40564646662548	4.12724120618462	4.64544733905538	4.81220833242767	3.42756358851973	3.59695479596044	2.80247357528566	4.46018154408628	3.98931350706674	4.89266658038752	3.08597138924887	3.36547617663473	1.17449809271249	3.60393622386583	3.95610253089625	4.14780336542629	2.93264629761186	3.18917490427902	3.86815983770294	7.84245030364754	4.59583374502512	9.21431770572094	2.94059429332087	4.68478842447955	8.79403930485626	11.0347339256274	3.97691023595708	5.92495339467196	10.8800244401291	9.01626678100979	8.10249619889392	8.34359680961929	0.277460797799175	0.099724387242334	4.22247375314133	7.73198742970559	5.91776439312403	6.28291685371419	4.94380217073083	7.11716563336077	9.82971019652521	3.7644246372135	6.97575541110079	5.18075291460111	6.37216410582499	4.37041452040233	4.56097902902509	7.38393532957387	7.74844700525723	6.06589564451158	8.32162421360666	13.1039260927348	7.44853213243494	8.9874564041036	11.3053038406307	10.7433856742849	7.83052392364524	7.87748306728456	8.24423636074967	9.82535031244083	8.79517637968144	14.028102045149	11.82647807361	20.8799729736493	6.610915564168	6.87968330437529	6.54054790333022	8.62352210883662	10.1474137454766	9.35396637968974	6.96805737744741	7.26302481536616	3.57024283559578	4.95617187651402	7.83246378959356	7.47078639312315	5.99387900651788	5.7047028635051	5.80802550491835	6.95293967940159
GMP	concentration	Concentration in nmol/L of protein	0.322558664006159	0.413222588089609	0.593106042384201	0.547833671315648	1.25409210423044	0.304381678585223	0.451978322997815	0.437537513487058	0.501201930050185	0.402323515523551	0.292480617520968	0.3946535417873	0.531995523458561	0.608304952794902	0.493600088451066	0.398190987999654	0.578895357867232	0.418883793416481	0.636026102813739	0.384519503673269	0.451692334408495	0.530831721259808	0.397154302699121	0.385951265120763	0.375895427116951	0.358019947081877	0.371507552891224	0.507572227974166	0.449284396358023	0.332081754022882	0.402125888939326	0.351700249571961	0.395218266561524	0.850403330731195	0.407568951326451	0.343557910308337	0.573816367721148	0.883829982522978	0.672989988973247	1.01605228218216	0.394687585737367	0.88769361879179	1.07286421958746	1.16791994870855	0.620614401873247	0.883640026459799	1.97254989552029	1.90178797757698	0.56175961972231	0.588843104056631	0.122162310866575	0.176820326120398	0.380772395405896	1.2322686073437	0.294535671724391	0.412779934930603	0.324977417972794	0.567665028812513	0.611799522927941	0.454295633561843	0.59515465390385	0.326681840125663	0.651621756978423	0.323634016807797	0.398793094051461	0.888734886522602	0.620657740330454	0.613275027464982	0.919160703152733	2.18472201712936	1.17747984379206	0.990160078302602	1.12671924215652	1.37336476119649	1.06222705528187	1.01765381193107	0.712068393526999	0.992207915167582	0.940928310621914	1.36290213006864	1.40126841616434	2.07090413152824	0.835004394060848	0.796275272468804	0.753945641228512	1.10791709237151	1.24452984724179	0.834785141249601	0.833194869552544	1.12757150496452	0.87248717948718	0.896376039224045	0.747137486447909	0.822743866627513	0.856520445953984	0.99893392714241	0.674481090260496	0.819371638917372
Mal	concentration	Concentration in nmol/L of protein	19.1229425879279	22.3730814800966	29.9763022374841	22.6769498245711	25.5018251554474	20.4057308281175	28.0357514292563	23.8276120090124	24.2247681380022	25.8874080277155	19.4330440434233	19.3846487368887	27.3878452671131	26.5693791600488	14.4099181659026	14.6111794904716	16.386162876896	14.138606482703	21.3668760601966	14.1380819822558	18.3789976431485	18.2924036997389	13.4907329933089	12.8416330891685	11.0683154635569	13.1508708857731	12.1872137475406	18.3185109947712	14.6787747878174	13.3670116038947	5.06482218116533	12.4084080341632	15.4415313089393	16.0602944507088	12.740478344883	11.8896791302305	19.631812101024	24.6070861221827	20.6371573571627	32.0485660264165	10.6639239812284	19.578262108626	34.9058852390233	41.457118596202	14.6390720644029	23.4840337217668	41.1648870043983	33.7171511010781	30.3213090053262	24.2489201055437	-0.370577869478832	-2.07897929272211	16.9640200995588	42.5295220715257	17.0673437979219	23.3048858547339	18.1447470307163	35.4585487036513	26.0636373480965	22.1487712307386	26.795213824797	20.0545637315301	30.7316989386177	20.7903909464609	21.7608889837619	18.364753333122	19.9301127526912	16.7784993852167	25.6948419208928	56.356653520214	17.9537271181999	22.5060711030045	28.6135065970519	40.4011307126256	26.4015163423212	21.7310384229254	19.4443515071521	26.3674231258811	26.4307691648676	37.8623661532171	35.4422180513316	58.671310291423	15.1692274021479	20.8579962025483	21.2074968581921	27.7029148400368	30.3170469124548	22.8440440782365	19.6626664444408	29.3323984413515	18.4470690883191	17.3320844611108	20.993893022764	18.2727440705542	17.5938225942059	23.4040398443571	14.5140145503352	17.5924680807291
Man6P	concentration	Concentration in nmol/L of protein	2.55244245100264	4.14797617037359	2.70399456507833	1.45539750858751	1.84260399497685	4.28036413041358	4.78396307351092	3.84386358327494	3.27434524787994	4.97781932475505	2.22236163260221	3.14494416411614	1.79647029241791	2.57710140664346	2.45208943963648	2.43441530754749	2.74290455351106	1.82402736350668	1.94512275255075	3.55629814441018	3.17828859567599	2.54950265720434	1.37736539209519	1.25013589086918	1.64089269147511	2.55071894818047	2.42856991714379	2.26327404723167	1.08247775668137	0.993838509208447	1.57328125124432	2.93284587795	3.01524147481392	2.15289053690692	1.61965744186119	1.45935297299369	3.99292881862473	7.05425169426527	4.38346915868643	5.92405334434839	1.36427127048806	2.43981521358288	8.72619579340588	7.0301199853453	3.15915234284538	3.86571902499649	5.7149653334121	4.22229281088614	7.67685418789995	5.60729104838909	0.183433287482806	0.169228797046457	2.13206198893571	5.2135573933179	4.49960148777896	4.76312182694132	3.75517922810525	5.54419151317144	5.6652102321276	2.84802594466099	8.70454746767626	4.62036428911114	6.36335740834006	3.47441236647871	3.45053714278793	7.25422127200891	6.40322814964326	5.15322370227959	6.10231436045974	9.94547585646782	4.28863540229099	9.32594405152816	10.3319486221834	9.47823192066004	6.50325037901453	5.31911916196742	7.56674838092033	8.26019219844727	6.97673685153066	9.93612624725781	8.63821524831091	20.7295012637321	6.26507824737643	6.29715684725951	5.37677839315256	6.04403816486277	7.34039943647965	9.77141180565344	7.57246757032503	7.38088190660635	3.22830920060332	4.04810565686711	8.3339578344734	7.23785638965269	6.13063375101542	5.8758425246164	4.5061327152912	5.63224278727344
P5P	concentration	Concentration in nmol/L of protein	0.477796878363206	0.613542320001286	0.90670869945702	0.736222737242892	1.02882171729064	0.59332521857188	0.878422169134686	0.923277271665499	0.876333315605752	0.702364095148153	0.504958743211177	0.697561603294087	0.988557819932563	0.990974354812942	0.573962867895732	0.46214988691744	0.568848328978383	0.505203605239269	0.585709161605354	0.470656680020902	0.577904946279437	0.600386761797118	0.423108310564554	0.449549643722016	0.522343453886594	0.398318512280143	0.429337972208718	0.605212801360746	0.517646142872929	0.472275108129477	0.871152176856122	0.417109640663996	0.472244233732319	2.10179764073205	0.41768058159149	0.409107441747552	0.734116887092506	1.03098022204619	0.786762363598278	1.06514294987165	0.352108123075672	0.740765971269234	1.30676871853175	1.81698800146547	0.665000450299771	1.38189207609197	1.72761993014996	1.86414775486011	1.40464612120098	0.918657737028822	0.206629986244842	NA	0.501405572966055	3.5250916308303	0.647321098145199	0.855413463718952	0.691853243600271	1.26574944690266	0.889228496154941	0.912622950439104	1.89557182655904	0.70993252103989	2.35525537607937	0.785325446269796	0.858655447427225	1.57417195382439	1.09861129365377	1.2824401492264	1.4718410776982	2.84775546367395	1.71447390908664	1.46940988886082	2.21777495759882	2.14218803811273	1.90322123597491	1.63874483176754	1.03832307659497	1.32366407877296	1.5141927856283	2.37373858891798	2.18630647775491	3.41657491053777	1.39459797101023	1.09621307850261	1.09528563978997	1.76037871787879	1.72747299798348	1.39166295121201	1.23751234837811	1.62773193045338	1.10395173453997	1.34850148252941	1.33732655273811	1.65166849088337	1.71209838875776	1.59206099300651	1.024110264982	1.22804793484756
PEP	concentration	Concentration in nmol/L of protein	4.40707448840488	5.70055985751274	7.04532504618661	6.73144311550718	7.63238148496979	4.96592560948491	6.72787624412421	6.58538703685165	6.56663822195577	6.26345443277063	4.52406471397747	5.78479986397184	5.93204849174354	8.26482503810135	3.58341108933558	3.27496518952143	4.41879887898112	3.65691298592696	5.91395294862328	3.9451514903122	4.20919134553851	5.01561175473297	4.06962156607588	3.73182503179498	2.92846356045769	3.20867125555651	3.22534905234736	5.57178486910221	2.95116566040137	3.56858271904939	3.9079174331653	2.76453935249821	3.33482968861193	6.14722439066698	2.89729302083953	3.13965113126091	4.01563587968848	5.66653841801516	3.94931151959719	6.59809429675744	2.66333031876518	3.97398281701655	6.93874248822478	6.58084814068511	3.013169660088	5.7917468478762	7.65066564279017	8.12776551671953	7.29817045663398	5.36080459738676	NA	NA	4.55387622198315	9.87942441283494	4.34084465917232	5.94737917501631	4.45401647684673	8.65401494005969	6.44387460837368	5.49554023906417	6.32120937209801	4.50778268748559	7.11166080969678	4.75496121738644	5.82700944087493	3.84484100879366	4.21794522155464	2.83692294928133	5.34429023992268	7.89789574719434	4.9211086875713	4.49157967726893	5.47152029642412	6.42437872155646	5.39514582370941	4.6774562612452	3.64704430579219	5.19343069494414	5.42808809532495	7.33890878211026	8.14507225328259	7.99236880958935	3.26301211951846	3.803335768441	3.24871520535136	4.43951544952396	5.45668766056186	3.96726737178805	3.90816329009377	3.69213553785897	2.96804223227753	3.31868519989922	3.92845510065596	3.94907198537067	3.6110788095101	4.32905344281688	3.4824620576958	4.3689777145007
P-Ser	concentration	Concentration in nmol/L of protein	0.696822515808886	0.396055165565044	6.17192699190903	7.55347680337707	7.94841260497606	0.534874747876702	1.04425509787478	0.894068364089388	2.33017141765861	0.377836294416244	0.530026277488008	0.572538303875884	6.91916050420861	2.00173250190824	3.13057328430948	0.484683904376234	0.738547243590915	0.973310519231372	2.09697481651169	0.568075043290265	2.24060669987555	1.65029261851457	1.88781170019159	2.91023522477163	4.65272493715953	0.358673244959626	0.725583123773683	2.32621915520387	4.61081341731714	2.83836721584039	4.56478685365252	0.919861101190283	0.831384994133826	12.4332487639864	1.45139611375209	2.64512522164537	5.56276143680636	3.49481598833189	4.13042356168065	2.78736228719795	1.34184123217933	5.39676286168939	5.77614503816794	5.85182725773951	1.48484998584772	3.62457704411971	8.73893401165152	9.79146336080511	0.586253362516917	0.258479919255797	0.172159559834938	0.167986616757256	0.323667140081047	10.2484353291432	0.155343374087114	0.541201169027708	0.212416098396944	0.907665060969336	0.264470592423811	2.44533049495894	0.672013715265376	0.207379993370994	5.13564882940321	0.493568100351262	0.681893080123294	0.195308629988785	0.29845205125798	0.339702348255974	0.597109920562713	24.2911861340815	0.598388785158537	0.212360954592263	0.324306954974973	3.14033605685964	1.058721054606	0.594480201424229	0.242015620890097	0.411483620526416	1.5993594484259	2.01645672634633	2.84401690918031	3.31031630840069	0.379683811470889	1.47903174853894	2.54434429619506	2.02900016688987	2.48934974171984	0.534672527017348	1.53997959481125	4.74844849763697	9.30700150829563	4.26293095095056	0.974927267196531	0.840403174137057	1.08298984898202	2.95950871577189	0.893605186427282	0.86218473137158
Rib1P	concentration	Concentration in nmol/L of protein	0.218307571782327	0.210974815458098	0.362285635328015	0.30207072797252	1.09680087905188	0.184470277735513	0.246303489064948	0.199995439427815	0.237337550886218	0.200374365482234	0.194783012510123	0.221047416843595	0.340945102597713	0.293411953553125	0.223382299380843	0.126292828217498	0.152139597456466	0.15019184416351	0.245425074977771	0.146389130813447	0.22832027167394	0.254073836590084	0.17796442308154	0.193820449833621	0.242970589867817	0.147930026061181	0.273875984988651	0.307578082630775	0.221189837557638	0.170311191982141	0.326754186874358	0.174873103588598	0.25112696794654	0.857439934079273	0.169292069463004	0.172952806040963	0.365492157544375	0.412657010297612	0.389505218934397	0.344142743339333	0.149490910568941	0.361570775789074	0.437983189865194	0.515726323502473	0.264726732367548	0.376130555054423	0.539889465639837	0.657694199398438	0.371718935356134	0.205069351940241	0.093375515818432	0.122672033637576	0.196680500571924	0.724943433675157	0.15229532853704	0.295858420840719	0.255493502088614	0.392598624974275	0.261469310737682	0.315524313833825	0.464758911350811	0.256918394771732	0.521423848606004	0.280757649625761	0.291497459623455	0.63482430520605	0.268409453623733	0.455431772406848	0.7212025665731	1.09353034554046	0.781644285122219	0.675827714846406	0.921729199784891	0.72054024646499	0.744935621785352	0.821498864602835	0.467562126924471	0.625499905320962	0.699907142407068	1.07824074729319	1.12831354373441	2.07385575936538	1.21962049287022	1.06143480492813	0.630515446306552	1.15208897265042	1.23805212563189	0.879195707139714	1.02241331843431	0.957116532497	0.365261689291101	0.723061568574252	0.869869119952577	1.46366694252383	1.0184854706759	0.820421871194461	0.985108566790204	1.2359976098968
Suc	concentration	Concentration in nmol/L of protein	4.82279882720467	5.88671981795082	13.1004352543206	5.93805591193147	8.86357468016639	6.43901386141704	10.3803660097544	6.79233612529338	7.4608636636143	9.95631404202574	7.75006555213873	8.21447808384114	8.75654477778053	9.58895390561009	6.52673216670425	5.45931283291383	4.88344966835383	6.03928322280307	6.57066598345215	6.07519134809472	7.74997137904754	5.93904623209512	5.68821289489227	5.15626041684815	4.32285668408491	4.68058950435127	4.38066431866591	6.50375730291377	5.55628271199381	8.27331323830342	3.66261597024791	4.17639596875264	4.82283021004964	10.4509302628155	4.48831715888927	4.77962367491919	6.17666383027297	8.44699495806772	6.71663695898759	10.6227111792996	3.55355664000976	7.32124678822739	15.2959192788696	17.9670818831288	6.20285457890539	10.8172219215427	17.6392603722874	15.1392418672401	12.7863623832517	19.2516360821556	-0.576960110041266	-1.2948671931084	6.15078740576007	13.0740826993053	11.1402731612417	11.2290355984209	8.7193617230176	12.5113036054229	13.8180477428083	7.69527930671854	15.581640831488	12.1236721271905	11.5418786946038	9.06273222613401	8.93604367388711	6.91540058888567	9.32243416729252	5.71142571866703	9.22732606873429	18.2052071027762	6.41648621858003	7.82876527677929	10.1438642394086	12.9433267782364	9.49024250729351	6.34472173646997	6.72995113732497	7.79244745313388	9.3076771673128	11.5984120019815	10.5089681484584	21.2031630840069	4.66492647761787	7.06457708102985	7.81937711285334	8.66232156013531	10.5027747852269	8.64156097995956	7.88999214562179	9.65865141420126	6.22579260935143	4.84916619832949	6.16828420781692	4.95008142235511	4.40960508894134	6.20565672732333	4.04935821166519	4.65664802779602
UDP	concentration	Concentration in nmol/L of protein	4.59004297146935	6.36076816069217	9.34941531092154	8.72900591813931	7.38084549878346	4.28783195421402	6.5586330081875	5.597308817477	6.82688303180328	5.11339673592256	3.84100534044638	4.68631685370539	7.35786115301857	7.60657359202522	5.85699413794898	4.79856607605575	6.001364842765	4.381899123062	9.04386011182615	4.4302660942447	5.62568826959008	6.99802570804443	4.21402248707102	4.55340816042091	4.58742972572217	4.68527189614432	4.30187851719205	6.02975367302668	5.07502787739972	3.54449179146126	4.57169211043952	4.62660484728058	5.16510203296598	8.95983823401851	4.19348770251959	3.95279510953434	7.10903711351974	12.2562929853017	7.79569838076682	9.60019650075237	5.14931956285375	11.4514427428538	11.894242325808	12.3549619893753	8.37904980315467	10.976257341592	16.940017573265	23.1130168298789	6.55687582496533	4.3648096685166	0.413975240715268	0.029862321813147	4.55732084313117	13.472195831955	3.18653376701422	5.26336815116833	3.99540388803599	7.27664626852233	5.42193285388778	5.88713515320489	7.0413079505679	4.14364867347821	7.56009630940557	4.2938299479302	5.1991213143345	11.2528146436766	10.9599960101389	10.0306397624279	14.5991980204813	25.1739386444182	13.1280551555884	13.4563394990965	18.1620830058446	18.7854476848363	17.4137519493283	15.0330905819577	11.168361417918	18.4475085211134	17.1583316475259	25.1532425164532	25.7867588006046	42.7833112284477	11.609677781128	14.11014946296	12.1944935445587	21.1222409238372	19.469357890666	16.5774850638723	13.7997627491943	17.1370806896851	13.3826591251885	15.5633369508343	12.1834609894781	13.1597439867589	14.2103998362533	16.0719339967294	12.218604705807	14.0368153350202
UDP-AcGlcN	concentration	Concentration in nmol/L of protein	56.2773950873682	77.5199310279667	76.0474025475556	66.1226012912304	61.8124954870105	61.5841907476114	73.9276623154503	78.3907213490395	73.512788395525	82.7295894817613	77.2215944035747	91.6826536520804	107.232055705323	117.584578653609	57.366539048544	458.883146063944	837.237768948599	213.873301799042	432.163226832246	392.874578829267	130.410397927714	212.745981861456	221.795410750385	135.594801883889	83.2168707825522	437.788769487861	222.430059247964	215.114426336094	85.4528069946322	139.943018382011	31.041409640761	150.403860356587	186.042864210353	69.149392835458	208.666291290211	136.966991628229	196.032591460726	254.349677492362	256.616570561337	584.246927684183	264.107744815112	246.816036964583	234.608526879974	160.842020058619	175.382489128477	269.678532483413	385.660705662579	336.290806308209	115.527657432624	149.225279472865	134.475906464924	236.722643831402	155.668943874883	126.255223288124	104.055430291343	140.159457276804	119.792658966761	179.259894011113	292.263176445457	108.413278183131	95.3361082934495	102.862651854681	94.2431493147486	111.193838140033	126.507424015793	663.149542880467	768.141825126737	530.765160956239	797.599845928056	389.791348567632	831.251200827184	901.221284148095	874.876909382627	462.301096814123	533.465272812954	801.699510895041	799.066551224055	833.58143012687	448.55062811529	919.905765338618	802.450094698695	1073.22642951878	580.798686745748	449.247802479861	275.770970743724	616.231883494593	1070.59073368139	588.782875157847	335.0536300183	265.557364397104	87.1283823529412	198.53071549001	445.640409409636	481.275054726501	408.897556911583	280.981581886504	582.221787053157	701.278201373572
UDP-Glc	concentration	Concentration in nmol/L of protein	14.4408245441553	17.0952088459497	30.0951791937688	23.3541284194843	23.787800996782	15.8335855541641	22.2861132566813	19.1673216093258	19.946879381533	21.7259789281077	17.5528944879571	16.9888445878255	27.5433480490359	22.6584117126461	19.6790282089526	11.3280943219784	14.0117677289089	13.5605441621687	19.590375567043	12.0981597795014	21.3081563282855	18.3022180048688	14.2239476742232	16.3466599301962	16.7076316478079	11.0771917143571	10.9193951391488	20.8824284807474	18.9239154603203	16.4952623593154	14.4242846676382	13.2967183343398	14.1631171503856	40.6692297684099	12.794123121892	15.0349041938355	25.1556972599399	27.2591792086304	22.4036421878026	31.0518517097926	10.2774894320757	21.5835296286023	39.0067240539224	46.8237543506137	14.1942683272007	23.3750601359072	45.3787728987765	40.806808250361	22.6049410202002	19.1726618508256	1.60239889958735	0.462633319659522	13.0908105166028	38.6397684419451	12.5376416225007	17.1740774122188	13.2507514548895	25.3982964923338	18.4827871332954	16.9360778432688	18.7976198299879	13.8150309113443	24.1614478204475	15.1008626683877	15.7236651668655	14.407266952259	16.7355332331956	14.1004071111416	21.0931971196153	80.8450125516835	15.4098436425162	17.5437363990518	22.7627182848059	38.9677806172106	22.9249245846342	19.6998807061076	16.1189863009154	22.0663766332134	23.9968720256552	34.7544377609511	32.9777988472255	57.7191173894547	13.381434541363	20.1439740957195	22.25754738186	28.4279322752787	32.1602441921494	19.5767446576556	19.7336851608933	34.1208900001445	28.4321998491704	21.6091848995174	18.9740271743793	16.9044328465789	16.2969652485944	25.4763113670366	14.4171104038279	17.0749105555515
UMP	concentration	Concentration in nmol/L of protein	9.45445169684948	11.7400757466107	18.701349518687	14.5045921450151	15.3128308217565	10.3868029790538	14.8274129388917	12.6445685809947	13.2290004302968	14.3221428993035	10.6541351648289	11.7092050624535	17.5882668035186	15.8501333864174	12.118280320505	7.21124090087047	10.0556391269392	8.61203531453052	14.3031694120839	8.07360871748107	13.8453696765832	12.246392668507	9.11005831848761	10.3198136436756	10.3731891240396	7.30046651502994	7.41293627171522	13.9661385150126	12.1047696305449	10.6170526288252	9.61376591728983	8.64011333554117	9.65397938183986	24.4634313470378	8.23995080381928	9.69333083472106	16.8119037736143	19.9105346208492	15.5385193323874	21.3391054199982	6.68118795155013	14.1677417588835	26.4310195712198	31.8815327898883	9.67540655636467	16.9962229638984	30.8674089771326	29.9358285988133	17.1523771532639	14.3591827384648	1.26264649243466	0.462187211568044	9.76150046136641	26.3983546146212	9.32583581466253	12.6523427990948	9.79538585811703	18.8535094348117	14.0753302121903	12.3927095641919	15.0712765197514	10.2256293953193	18.0297352124406	11.0950787440907	11.7457446421975	11.7871499280735	12.8842723197522	10.7736447747871	16.0275867829241	57.9512422474897	14.0378432537055	14.1766142625372	18.814913247487	27.0913919432202	17.7221237525074	15.4377671832326	12.2819836065962	17.3155822760841	17.4041999820918	27.5054575047767	25.3454886088398	46.2120167162984	10.7642354701829	14.2439138761649	15.3248858160109	21.2240178938499	23.6367614154305	14.8032581900606	13.7966651281802	23.4195126533798	18.1048665158371	15.344160481386	13.3902510744176	12.41255672869	14.0192821368948	17.7960368463171	10.4220100609854	12.5285587825227
